STATION,NAME,DATE,TAVG,LATITUDE,LONGITUDE
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1992.0,59.1,36.11054,-86.68815
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1992.0,50.2,42.36057,-71.00975
USC00456789,"PULLMAN 2 NW, WA US",1992.0,49.8,46.76016,-117.1861
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1992.0,68.2,36.0719,-115.16343
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1992.0,65.5,36.77999,-119.72016
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992.0,54.3,47.44467,-122.31442
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1992.0,50.6,40.96146,-98.31304
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1992.0,60.8,33.30735,-104.50817
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1992.0,68.1,30.47612,-87.18575
USW00024057,"RAWLINS AIRPORT, WY US",1992.0,44.8,41.80644,-107.19518
USW00014838,"MARQUETTE, MI US",1992.0,42.2,46.5458,-87.3795
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1992.0,76.9,25.78805,-80.31694
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1992.0,66.2,33.81177,-118.14718
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1992.0,68.0,34.0236,-118.2911
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1992.0,76.9,36.46263,-116.8672
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1992.0,77.8,21.32402,-157.93946
USW00013959,"WACO REGIONAL AIRPORT, TX US",1992.0,67.5,31.61796,-97.2283
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1992.0,65.9,32.89945,-80.0407
USC00228374,"STATE UNIVERSITY, MS US",1992.0,61.3,33.4691,-88.7822
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1992.0,64.4,32.31982,-90.07778
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1992.0,65.2,31.35172,-100.4948
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1992.0,56.9,37.64753,-97.42999
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1992.0,59.3,34.90614,-82.21253
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1992.0,48.9,41.93742,-72.68202
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1992.0,57.8,36.0969,-79.94316
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1992.0,69.5,29.54429,-98.48395
USW00023065,"GOODLAND RENNER FIELD, KS US",1992.0,50.5,39.36729,-101.69322
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1992.0,47.4,42.95489,-87.9045
USW00013958,"AUSTIN CAMP MABRY, TX US",1992.0,68.8,30.3208,-97.7604
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1992.0,49.7,41.40568,-81.85191
USC00129222,"WANATAH 2 WNW, IN US",1992.0,48.7,41.4439,-86.9294
USW00014936,"HURON REGIONAL AIRPORT, SD US",1992.0,45.7,44.37916,-98.22275
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1992.0,54.9,44.6341,-123.19
USC00237963,"SPICKARD 7 W, MO US",1992.0,51.7,40.2472,-93.7158
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1992.0,57.7,37.51154,-77.32338
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1992.0,44.3,44.46825,-73.1499
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1992.0,62.0,34.72727,-92.2358
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1992.0,50.6,41.53395,-93.65313
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1992.0,46.2,43.57751,-96.75387
USW00024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1992.0,63.9,40.15186,-122.25478
USW00013960,"DALLAS FAA AIRPORT, TX US",1992.0,66.7,32.83839,-96.83583
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1992.0,55.2,39.87326,-75.22681
USW00023160,"TUCSON INTERNATIONAL AIRPORT, AZ US",1992.0,69.8,32.13153,-110.95638
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1992.0,53.9,45.6975,-118.83446
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",1992.0,62.2,38.50659,-121.49604
USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",1992.0,55.1,44.13311,-123.21563
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1992.0,49.6,38.80949,-104.68873
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1992.0,72.7,28.41822,-81.32413
USW00023187,"SANDBERG, CA US",1992.0,58.1,34.74361,-118.72528
USW00024227,"OLYMPIA AIRPORT, WA US",1992.0,52.1,46.97371,-122.90493
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1992.0,61.9,33.62972,-84.44224
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",1992.0,56.2,45.59578,-122.60919
USC00047339,"REDWOOD CITY, CA US",1992.0,60.5,37.4767,-122.2386
USC00047880,"SAN RAFAEL CIVIC CENTER, CA US",1992.0,59.3,37.9983,-122.5372
USC00044500,"KENTFIELD, CA US",1992.0,60.8,37.9566,-122.5447
USC00043875,"HEALDSBURG, CA US",1992.0,60.6,38.62935,-122.86646
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1993.0,48.4,41.96017,-87.93164
USW00023183,"PHOENIX AIRPORT, AZ US",1993.0,74.6,33.4278,-112.00365
USC00456789,"PULLMAN 2 NW, WA US",1993.0,46.5,46.76016,-117.1861
USW00023062,"DENVER CENTRAL PARK, CO US",1993.0,49.5,39.76746,-104.86948
USW00014838,"MARQUETTE, MI US",1993.0,41.6,46.5458,-87.3795
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1993.0,65.2,33.81177,-118.14718
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1993.0,63.9,32.31982,-90.07778
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1993.0,54.8,37.64753,-97.42999
USW00014822,"DETROIT CITY AIRPORT, MI US",1993.0,49.6,42.40725,-83.00899
USC00228374,"STATE UNIVERSITY, MS US",1993.0,61.8,33.4691,-88.7822
USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",1993.0,51.6,44.13311,-123.21563
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1993.0,72.3,28.41822,-81.32413
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1993.0,63.3,33.62972,-84.44224
USC00043875,"HEALDSBURG, CA US",1993.0,60.3,38.62935,-122.86646
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1993.0,43.6,44.9902,-93.17995
USC00042294,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1993.0,60.6,38.5349,-121.7761
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1993.0,70.3,29.17351,-81.07185
USW00094728,"NY CITY CENTRAL PARK, NY US",1993.0,55.5,40.77898,-73.96925
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1993.0,67.4,36.0719,-115.16343
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1993.0,51.6,42.36057,-71.00975
USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",1993.0,58.2,36.19854,-95.87825
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",1993.0,48.5,41.31186,-95.90186
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1993.0,59.1,36.11054,-86.68815
USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",1993.0,52.3,39.13437,-108.54081
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1993.0,61.3,33.30735,-104.50817
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1993.0,67.9,30.47612,-87.18575
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1993.0,47.6,40.96146,-98.31304
USW00025309,"JUNEAU AIRPORT, AK US",1993.0,44.1,58.354,-134.55606
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993.0,52.2,47.44467,-122.31442
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1993.0,64.1,36.77999,-119.72016
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1993.0,77.3,25.78805,-80.31694
USW00024057,"RAWLINS AIRPORT, WY US",1993.0,41.4,41.80644,-107.19518
USW00024036,"LEWISTOWN AIRPORT, MT US",1993.0,40.3,47.05443,-109.45654
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1993.0,75.5,36.46263,-116.8672
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1993.0,67.2,34.0236,-118.2911
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1993.0,77.1,21.32402,-157.93946
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1993.0,65.1,31.35172,-100.4948
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993.0,46.2,43.14069,-89.34521
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1993.0,50.0,41.33349,-75.72273
USW00023065,"GOODLAND RENNER FIELD, KS US",1993.0,48.0,39.36729,-101.69322
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1993.0,69.0,29.54429,-98.48395
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1993.0,59.8,34.90614,-82.21253
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1993.0,49.9,41.93742,-72.68202
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1993.0,66.1,32.89945,-80.0407
USW00013882,"CHATTANOOGA AIRPORT, TN US",1993.0,61.7,35.03363,-85.20039
USW00013959,"WACO REGIONAL AIRPORT, TX US",1993.0,65.6,31.61796,-97.2283
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1993.0,58.7,36.0969,-79.94316
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1993.0,50.2,40.77069,-111.96503
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1993.0,47.8,42.95489,-87.9045
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1993.0,51.6,44.6341,-123.19
USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1993.0,44.1,44.47958,-88.1371
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1993.0,58.8,37.51154,-77.32338
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1993.0,50.0,41.40568,-81.85191
USC00129222,"WANATAH 2 WNW, IN US",1993.0,48.5,41.4439,-86.9294
USW00013958,"AUSTIN CAMP MABRY, TX US",1993.0,68.5,30.3208,-97.7604
USW00013876,"BIRMINGHAM AIRPORT, AL US",1993.0,62.0,33.56545,-86.7449
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1993.0,44.6,44.46825,-73.1499
USW00014936,"HURON REGIONAL AIRPORT, SD US",1993.0,43.1,44.37916,-98.22275
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1993.0,57.6,37.05635,-88.77425
USW00023160,"TUCSON INTERNATIONAL AIRPORT, AZ US",1993.0,70.1,32.13153,-110.95638
USW00013960,"DALLAS FAA AIRPORT, TX US",1993.0,65.6,32.83839,-96.83583
USW00012916,"NEW ORLEANS AIRPORT, LA US",1993.0,67.8,29.99755,-90.27772
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1993.0,56.7,39.87326,-75.22681
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1993.0,43.5,43.57751,-96.75387
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1993.0,61.5,34.72727,-92.2358
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1993.0,51.8,40.48459,-80.21448
USW00013724,"ATLANTIC CITY MARINA, NJ US",1993.0,55.0,39.37778,-74.42361
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1993.0,48.0,41.53395,-93.65313
USW00023237,"STOCKTON AIRPORT, CA US",1993.0,62.4,37.88997,-121.22637
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1993.0,49.4,45.6975,-118.83446
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",1993.0,60.7,38.50659,-121.49604
USW00094224,"ASTORIA AIRPORT PORT OF, OR US",1993.0,50.5,46.15694,-123.88326
USW00024227,"OLYMPIA AIRPORT, WA US",1993.0,50.1,46.97371,-122.90493
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1993.0,47.6,38.80949,-104.68873
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",1993.0,53.3,45.59578,-122.60919
USC00044997,"LIVERMORE, CA US",1993.0,60.2,37.68194,-121.75139
USC00045915,"MOUNT DIABLO JUNCTION, CA US",1993.0,58.2,37.8792,-121.9303
USC00047339,"REDWOOD CITY, CA US",1993.0,59.9,37.4767,-122.2386
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",1993.0,59.1,37.61962,-122.36562
USC00042294,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1994.0,59.3,38.5349,-121.7761
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1994.0,52.2,42.36057,-71.00975
USW00025309,"JUNEAU AIRPORT, AK US",1994.0,41.3,58.354,-134.55606
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994.0,53.4,47.44467,-122.31442
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1994.0,62.9,33.30735,-104.50817
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1994.0,64.1,32.31982,-90.07778
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1994.0,57.2,37.64753,-97.42999
USW00013876,"BIRMINGHAM AIRPORT, AL US",1994.0,62.7,33.56545,-86.7449
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1994.0,50.2,41.40568,-81.85191
USW00012916,"NEW ORLEANS AIRPORT, LA US",1994.0,68.8,29.99755,-90.27772
USW00013960,"DALLAS FAA AIRPORT, TX US",1994.0,67.2,32.83839,-96.83583
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1994.0,49.9,41.53395,-93.65313
USW00024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1994.0,61.9,40.15186,-122.25478
USW00024227,"OLYMPIA AIRPORT, WA US",1994.0,51.2,46.97371,-122.90493
USC00047880,"SAN RAFAEL CIVIC CENTER, CA US",1994.0,57.3,37.9983,-122.5372
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1994.0,71.8,29.17351,-81.07185
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1994.0,49.9,41.96017,-87.93164
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1994.0,45.6,44.9902,-93.17995
USW00094728,"NY CITY CENTRAL PARK, NY US",1994.0,55.2,40.77898,-73.96925
USW00023183,"PHOENIX AIRPORT, AZ US",1994.0,73.7,33.4278,-112.00365
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1994.0,59.8,36.11054,-86.68815
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",1994.0,50.9,41.31186,-95.90186
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1994.0,69.0,36.0719,-115.16343
USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",1994.0,55.1,39.13437,-108.54081
USC00456789,"PULLMAN 2 NW, WA US",1994.0,48.9,46.76016,-117.1861
USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",1994.0,60.2,36.19854,-95.87825
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1994.0,68.6,30.47612,-87.18575
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1994.0,63.7,36.77999,-119.72016
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1994.0,50.1,40.96146,-98.31304
USW00023062,"DENVER CENTRAL PARK, CO US",1994.0,53.3,39.76746,-104.86948
USW00024057,"RAWLINS AIRPORT, WY US",1994.0,45.4,41.80644,-107.19518
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1994.0,78.1,25.78805,-80.31694
USW00014838,"MARQUETTE, MI US",1994.0,42.2,46.5458,-87.3795
USW00024036,"LEWISTOWN AIRPORT, MT US",1994.0,43.2,47.05443,-109.45654
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1994.0,77.0,36.46263,-116.8672
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1994.0,67.5,34.0236,-118.2911
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1994.0,64.8,33.81177,-118.14718
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1994.0,78.8,21.32402,-157.93946
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1994.0,66.6,31.35172,-100.4948
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1994.0,54.5,40.77069,-111.96503
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1994.0,50.2,41.93742,-72.68202
USW00013882,"CHATTANOOGA AIRPORT, TN US",1994.0,60.7,35.03363,-85.20039
USW00023065,"GOODLAND RENNER FIELD, KS US",1994.0,51.2,39.36729,-101.69322
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1994.0,66.8,32.89945,-80.0407
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994.0,46.7,43.14069,-89.34521
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1994.0,60.0,34.90614,-82.21253
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1994.0,70.8,29.54429,-98.48395
USW00013959,"WACO REGIONAL AIRPORT, TX US",1994.0,66.8,31.61796,-97.2283
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1994.0,58.4,36.0969,-79.94316
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1994.0,49.5,41.33349,-75.72273
USW00014822,"DETROIT CITY AIRPORT, MI US",1994.0,50.1,42.40725,-83.00899
USC00129222,"WANATAH 2 WNW, IN US",1994.0,49.0,41.4439,-86.9294
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1994.0,52.9,44.6341,-123.19
USW00014936,"HURON REGIONAL AIRPORT, SD US",1994.0,44.5,44.37916,-98.22275
USW00013958,"AUSTIN CAMP MABRY, TX US",1994.0,69.8,30.3208,-97.7604
USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1994.0,45.2,44.47958,-88.1371
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1994.0,57.8,37.05635,-88.77425
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1994.0,59.0,37.51154,-77.32338
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1994.0,45.0,44.46825,-73.1499
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1994.0,49.4,42.95489,-87.9045
USW00023160,"TUCSON INTERNATIONAL AIRPORT, AZ US",1994.0,70.9,32.13153,-110.95638
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1994.0,56.6,39.87326,-75.22681
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1994.0,46.1,43.57751,-96.75387
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1994.0,51.6,40.48459,-80.21448
USW00013724,"ATLANTIC CITY MARINA, NJ US",1994.0,54.8,39.37778,-74.42361
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1994.0,62.5,34.72727,-92.2358
USW00094224,"ASTORIA AIRPORT PORT OF, OR US",1994.0,51.0,46.15694,-123.88326
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1994.0,49.9,38.80949,-104.68873
USW00023237,"STOCKTON AIRPORT, CA US",1994.0,61.7,37.88997,-121.22637
USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",1994.0,53.7,44.13311,-123.21563
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1994.0,53.6,45.6975,-118.83446
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1994.0,73.6,28.41822,-81.32413
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1994.0,64.2,33.62972,-84.44224
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",1994.0,55.1,45.59578,-122.60919
USC00047339,"REDWOOD CITY, CA US",1994.0,58.2,37.4767,-122.2386
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",1994.0,56.9,37.61962,-122.36562
USC00046826,"PETALUMA AIRPORT, CA US",1994.0,56.3,38.2577,-122.6077
USC00043875,"HEALDSBURG, CA US",1994.0,59.5,38.62935,-122.86646
USC00045915,"MOUNT DIABLO JUNCTION, CA US",1994.0,57.3,37.8792,-121.9303
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1995.0,44.8,44.9902,-93.17995
USW00023183,"PHOENIX AIRPORT, AZ US",1995.0,74.2,33.4278,-112.00365
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1995.0,59.6,36.11054,-86.68815
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1995.0,68.5,30.47612,-87.18575
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1995.0,64.8,36.77999,-119.72016
USC00228374,"STATE UNIVERSITY, MS US",1995.0,62.2,33.4691,-88.7822
USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1995.0,45.4,44.47958,-88.1371
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1995.0,51.0,41.40568,-81.85191
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1995.0,46.8,44.46825,-73.1499
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1995.0,46.4,43.57751,-96.75387
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1995.0,72.6,28.41822,-81.32413
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1995.0,70.7,29.17351,-81.07185
USW00094728,"NY CITY CENTRAL PARK, NY US",1995.0,55.3,40.77898,-73.96925
USC00042294,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1995.0,61.3,38.5349,-121.7761
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1995.0,50.0,41.96017,-87.93164
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1995.0,51.4,42.36057,-71.00975
USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",1995.0,54.5,39.13437,-108.54081
USC00456789,"PULLMAN 2 NW, WA US",1995.0,47.7,46.76016,-117.1861
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1995.0,69.0,36.0719,-115.16343
USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",1995.0,60.1,36.19854,-95.87825
USW00023062,"DENVER CENTRAL PARK, CO US",1995.0,50.2,39.76746,-104.86948
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1995.0,63.0,33.30735,-104.50817
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995.0,54.4,47.44467,-122.31442
USW00025309,"JUNEAU AIRPORT, AK US",1995.0,41.9,58.354,-134.55606
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1995.0,50.0,40.96146,-98.31304
USW00024057,"RAWLINS AIRPORT, WY US",1995.0,44.4,41.80644,-107.19518
USW00024036,"LEWISTOWN AIRPORT, MT US",1995.0,42.1,47.05443,-109.45654
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1995.0,77.1,25.78805,-80.31694
USW00014838,"MARQUETTE, MI US",1995.0,42.8,46.5458,-87.3795
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1995.0,79.2,21.32402,-157.93946
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1995.0,76.7,36.46263,-116.8672
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1995.0,67.8,34.0236,-118.2911
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1995.0,65.0,33.81177,-118.14718
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1995.0,55.8,37.64753,-97.42999
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1995.0,65.4,31.35172,-100.4948
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1995.0,60.7,34.90614,-82.21253
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1995.0,58.4,36.0969,-79.94316
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1995.0,64.5,32.31982,-90.07778
USW00023065,"GOODLAND RENNER FIELD, KS US",1995.0,50.8,39.36729,-101.69322
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1995.0,69.6,29.54429,-98.48395
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1995.0,53.8,40.77069,-111.96503
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1995.0,50.4,41.93742,-72.68202
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995.0,46.9,43.14069,-89.34521
USW00013959,"WACO REGIONAL AIRPORT, TX US",1995.0,66.0,31.61796,-97.2283
USW00013882,"CHATTANOOGA AIRPORT, TN US",1995.0,60.2,35.03363,-85.20039
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1995.0,66.3,32.89945,-80.0407
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1995.0,50.4,41.33349,-75.72273
USC00237963,"SPICKARD 7 W, MO US",1995.0,50.6,40.2472,-93.7158
USW00014936,"HURON REGIONAL AIRPORT, SD US",1995.0,44.9,44.37916,-98.22275
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1995.0,48.5,42.95489,-87.9045
USC00129222,"WANATAH 2 WNW, IN US",1995.0,49.0,41.4439,-86.9294
USW00013958,"AUSTIN CAMP MABRY, TX US",1995.0,68.8,30.3208,-97.7604
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1995.0,58.1,37.51154,-77.32338
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1995.0,57.7,37.05635,-88.77425
USW00013876,"BIRMINGHAM AIRPORT, AL US",1995.0,63.0,33.56545,-86.7449
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1995.0,54.1,44.6341,-123.19
USW00013960,"DALLAS FAA AIRPORT, TX US",1995.0,67.8,32.83839,-96.83583
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1995.0,51.7,40.48459,-80.21448
